nodeID,name,latitude,longitude,address,province
0,图龙信息信息有限公司,33.42960387010412,78.93192711951932,"日土镇, 日土县, 阿里地区, 西藏自治区, 中国",西藏自治区
1,趋势传媒有限公司,30.550822777275243,87.41050015151603,"吉瓦乡, 尼玛县, 那曲市, 西藏自治区, 中国",西藏自治区
2,雨林木风计算机网络有限公司,36.38355613132342,93.34592617096033,"乌图美仁乡, 格尔木市, 海西蒙古族藏族自治州, 青海省, 中国",青海省
3,创亿网络有限公司,36.04840335783205,99.47643734639806,"共和县, 海南藏族自治州, 青海省, 813000, 中国",青海省
4,毕博诚科技有限公司,38.81972852495512,81.06745258745677,"洛浦县, 和田地区, 新疆维吾尔自治区, 中国",新疆维吾尔自治区
5,和泰科技有限公司,43.1765983192483,85.04392716451498,"巩乃斯镇, 和静县, 巴音郭楞蒙古自治州, 新疆维吾尔自治区, 中国",新疆维吾尔自治区
6,襄樊地球村科技有限公司,43.48562439760278,125.83856217545232,"双阳区, 长春市, 吉林省, 130600, 中国",吉林省
7,通际名联传媒有限公司,43.349929641145806,115.0622002675782,"查干淖尔镇, 阿巴嘎旗, 锡林郭勒盟, 内蒙古自治区, 中国",内蒙古自治区
8,新格林耐特传媒有限公司,26.83531505712557,112.15448846864328,"衡南县, 衡阳市, 湖南省, 中国",湖南省
9,东方峻景网络有限公司,33.93489235780718,100.02348129591309,"甘德县, 果洛藏族自治州, 青海省, 814100, 中国",青海省
10,恩悌网络有限公司,27.422434759472388,118.94261841870694,"G528, 政和县, 南平市, 福建省, 中国",福建省
11,联通时科网络有限公司,27.69891136489983,104.5857415719677,"盐源镇, 昭通市, 云南省, 中国",云南省
12,中建创业传媒有限公司,26.344756023832826,119.11329329074984,"大湖店, 闽侯县, 福州市, 福建省, 350100, 中国",福建省
13,华远软件网络有限公司,35.75483402647329,111.1037825099254,"北张镇, 新绛县, 运城市, 山西省, 中国",山西省
14,明腾网络有限公司,35.12716495994951,107.72857690969656,"长武县, 咸阳市, 陕西省, 中国",陕西省
15,昊嘉信息有限公司,25.43462057357484,108.18938295158236,"塘仰屯, 康宁村, 环江毛南族自治县, 河池市, 广西壮族自治区, 中国",广西壮族自治区
16,创联世纪科技有限公司,32.1083923633045,111.3424787499547,"紫金镇, 襄阳市, 湖北省, 中国",湖北省
17,新宇龙信息网络有限公司,26.97030597009233,109.8558355604383,"会同县, 怀化市, 湖南省, 中国",湖南省
18,思优信息有限公司,37.65196074052608,111.30138985175456,"信义镇, 离石区, 吕梁市, 山西省, 中国",山西省
19,维涛传媒有限公司,36.38024920334836,104.19206018996462,"大川渡, 白银区, 白银市, 甘肃省, 730912, 中国",甘肃省
20,艾提科信科技有限公司,35.05035381121357,113.2305474540992,"西陶口, 北阳村, 武陟县, 焦作市, 河南省, 454900, 中国",河南省
21,创汇网络有限公司,28.773001998990175,111.68051483542892,"黄土店镇, 鼎城区, 常德市, 湖南省, 中国",湖南省
22,艾提科信传媒有限公司,31.597578817675956,108.44035271833307,"二庙, 开州区, 重庆市, 中国",重庆
23,华远软件传媒有限公司,32.65380352777584,113.91928163011234,"任店镇, 驻马店市, 河南省, 中国",河南省
24,万迅电脑科技有限公司,26.585346969785963,116.96287306464735,"夏坊乡, 明溪县, 三明市, 福建省, 中国",福建省
25,商软冠联传媒有限公司,31.183417724891285,111.2906442660957,"远安县, 宜昌市, 湖北省, 中国",湖北省
26,彩虹信息有限公司,25.539450788136808,107.70608769139436,"甲良镇, 荔波县, 黔南布依族苗族自治州, 贵州省, 558000, 中国",贵州省
27,趋势科技有限公司,31.70203716688342,104.22360369981844,"千佛镇, 安州区, 绵阳市, 四川省, 中国",四川省
28,同兴万点信息有限公司,39.826517564665295,108.26520561487696,"伊和乌素苏木乡, 杭锦旗, 鄂尔多斯市, 内蒙古自治区, 017400, 中国",内蒙古自治区
29,良诺科技有限公司,36.69110618544914,115.12247102913624,"西王堡村, 邯郸市, 河北省, 056000, 中国",河北省
30,艾提科信信息有限公司,35.40363900015317,102.52369385342888,"甘加乡 Ganjia Xiang, 甘加镇, 夏河县, 甘南藏族自治州, 甘肃省, 中国",甘肃省
31,华成育卓科技有限公司,35.45443497655484,116.1114057803265,"日兰高速, 巨野县, 菏泽市, 山东省, 中国",山东省
32,佳禾信息有限公司,32.622037838472174,112.10899470072968,"邓州市, 南阳市, 河南省, 中国",河南省
33,盟新科技有限公司,32.69548140623278,101.66625910898792,"阿坝县, 阿坝藏族羌族自治州, 四川省, 624600, 中国",四川省
34,中建创业信息有限公司,32.28585872657526,115.5977633683207,"杨集乡, 固始县, 信阳市, 河南省, 中国",河南省
35,群英科技有限公司,36.69230824456981,117.45939885138408,"世纪大道, 枣园街道, 章丘区, 济南市, 山东省, 中国",山东省
36,创汇网络有限公司,37.45515221010446,114.35425688508836,"临城县, 邢台市, 河北省, 054000, 中国",河北省
37,创汇科技有限公司,34.818292944310656,119.20764816928924,"赣榆区, 连云港市, 江苏省, 中国",江苏省
38,毕博诚信息有限公司,32.321007810081056,118.94572053657676,"兴镇路, 横梁街道, 六合区, 南京市, 江苏省, 中国",江苏省
39,信诚致远网络有限公司,35.099796084037564,109.7334365375892,"白水县, 渭南市, 陕西省, 715603, 中国",陕西省
40,凌颖信息科技有限公司,34.87135871052131,107.27414928774296,"千阳县, 宝鸡市, 陕西省, 中国",陕西省
41,鸿睿思博信息有限公司,35.705042063083894,119.00991861311758,"桑园镇, 日照市, 山东省, 276800, 中国",山东省
42,时刻信息有限公司,36.35157195786857,115.80137123351837,"G240, 东昌府区, 聊城市, 山东省, 252000, 中国",山东省
43,趋势科技有限公司,30.447342593620235,102.46133337201933,"陇东镇, 宝兴县, 雅安市, 四川省, 中国",四川省
44,易动力信息有限公司,28.492280042433975,115.80620214683752,"厚田镇, 红谷滩区, 南昌市, 江西省, 中国",江西省
45,信诚致远传媒有限公司,37.3166648347433,102.17514704158285,"门源回族自治县, 海北藏族自治州, 青海省, 中国",青海省
46,万迅电脑网络有限公司,32.39690376364122,109.01465295196397,"三阳镇, 安康市, 陕西省, 中国",陕西省
47,中建创业科技有限公司,31.435867051365612,110.9570853693912,"S252, 兴山县, 宜昌市, 湖北省, 中国",湖北省
48,创联世纪信息有限公司,29.666343582359165,117.43474289581329,"兴田乡, 浮梁县, 景德镇市, 江西省, 中国",江西省
49,晖来计算机信息有限公司,36.84718698844273,105.39570252673433,"兴仁, 沙坡头区, 中卫市, 宁夏回族自治区, 中国",宁夏回族自治区
50,鸿睿思博传媒有限公司,31.902579997309335,108.4416574036336,"庙坝镇, 城口县, 重庆市, 中国",重庆
51,四通传媒有限公司,38.24693240090437,106.6972995766884,"上海庙镇, 鄂托克前旗, 鄂尔多斯市, 内蒙古自治区, 016200, 中国",上海